id,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,x_coordinate,y_coordinate
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_230b,213002,Hasandag-Keciboyduran Volcanic Complex,13897,Uncertain Eruption,,,,,,,-7550,50.0,,0.0,0.0,,,,,,,,,34.17,38.13
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_230c,213002,Hasandag-Keciboyduran Volcanic Complex,13898,Uncertain Eruption,,,,,,,-6750,50.0,,0.0,0.0,,,,,,,,,34.17,38.13
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_230d,213004,Nevsehir-Acigol Volcanic Complex,13900,Uncertain Eruption,,,,Tephra layer T10,Isotopic: 14C (uncalibrated),?,-7810,,,0.0,0.0,,,,,,,,,34.621,38.537
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_230e,213004,Nevsehir-Acigol Volcanic Complex,13901,Uncertain Eruption,,,,Tephra layer T13,Isotopic: 14C (uncalibrated),?,-6230,,,0.0,0.0,,,,,,,,,34.621,38.537
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_230f,213004,Nevsehir-Acigol Volcanic Complex,13902,Uncertain Eruption,,,,Tephra layer T15,Isotopic: 14C (uncalibrated),?,-3500,,,0.0,0.0,,,,,,,,,34.621,38.537
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2310,213004,Nevsehir-Acigol Volcanic Complex,13903,Uncertain Eruption,,,,Tephra layer T17,Isotopic: 14C (uncalibrated),,-2370,200.0,,0.0,0.0,,,,,,,,,34.621,38.537
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2311,213004,Nevsehir-Acigol Volcanic Complex,13904,Uncertain Eruption,,,,,Correlation: Anthropology,,-2080,200.0,,0.0,0.0,,,,,,,,,34.621,38.537
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2312,213010,Erciyes Volcanic Complex,13905,Confirmed Eruption,,,,,Isotopic: 14C (calibrated),,-6880,40.0,,0.0,0.0,,,,,,,,,35.447,38.531
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2313,213010,Erciyes Volcanic Complex,13906,Uncertain Eruption,,,,,,<,253,,,0.0,0.0,,,,,,,,,35.447,38.531
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2314,233005,Mayotte,14169,Confirmed Eruption,,,,,Correlation: Tephrochronology,,-4050,500.0,,0.0,0.0,,,,,,,,,45.17,-12.83
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2315,233005,Mayotte,14170,Confirmed Eruption,,,,,Correlation: Tephrochronology,,-3550,500.0,,0.0,0.0,,,,,,,,,45.17,-12.83
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2316,233005,Mayotte,14171,Confirmed Eruption,,,,,Correlation: Tephrochronology,,-2050,500.0,,0.0,0.0,,,,,,,,,45.17,-12.83
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2317,233014,Itasy Volcanic Field,14172,Uncertain Eruption,,,,,Isotopic: 14C (calibrated),,-8301,139.0,,,,,,,,,,,,46.6444,-19.0306
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2318,233014,Itasy Volcanic Field,14173,Uncertain Eruption,,,,,Isotopic: 14C (uncalibrated),<,-6050,,,0.0,0.0,,,,,,,,,46.6444,-19.0306
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2319,233014,Itasy Volcanic Field,22619,Uncertain Eruption,,,,,Isotopic: 14C (uncalibrated),,-6555,90.0,,,,,,,,,,,,46.6444,-19.0306
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_231a,233010,Karthala,14174,Confirmed Eruption,,,,,Observations: Reported,,1050,150.0,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_231b,233010,Karthala,14175,Confirmed Eruption,,,,,Observations: Reported,,1808,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_231c,233010,Karthala,14176,Confirmed Eruption,,,,,Observations: Reported,,1814,,,12.0,31.0,365.0,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_231d,233010,Karthala,14177,Confirmed Eruption,,,,,Observations: Reported,,1821,,,12.0,31.0,365.0,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_231e,233010,Karthala,14178,Confirmed Eruption,2.0,?,,,Observations: Reported,,1828,,,5.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_231f,233010,Karthala,14179,Confirmed Eruption,2.0,?,,,Observations: Reported,,1830,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2320,233010,Karthala,14204,Confirmed Eruption,2.0,,Choungou-Chahalé (Choungou-Chamadji),,Observations: Reported,,1991,,,7.0,11.0,,,1991.0,,,7.0,11.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2321,233010,Karthala,14205,Confirmed Eruption,2.0,?,Chahalé crater,,Observations: Reported,,2005,,,4.0,16.0,,,2005.0,,,4.0,18.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2322,233010,Karthala,14206,Confirmed Eruption,3.0,,Chahalé crater,,Observations: Reported,,2005,,,11.0,24.0,,,2005.0,,,12.0,8.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2323,233010,Karthala,14207,Confirmed Eruption,0.0,,Chahalé crater,,Observations: Reported,,2006,,,5.0,28.0,,,2006.0,,?,6.0,3.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2324,233010,Karthala,14208,Confirmed Eruption,2.0,,Chahalé crater,,Observations: Reported,,2007,,,1.0,12.0,,,2007.0,,?,1.0,15.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2325,233010,Karthala,14198,Confirmed Eruption,2.0,,Cheminee Nord (Changomeni),,Observations: Reported,,1948,,,4.0,22.0,,,1948.0,,,6.0,16.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2326,233010,Karthala,14199,Confirmed Eruption,2.0,,Chahalé crater,,Observations: Reported,,1952,,?,2.0,10.0,,,1952.0,,,2.0,12.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2327,233010,Karthala,14200,Confirmed Eruption,2.0,?,Chahalé crater,,Observations: Reported,,1956,,?,6.0,1.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2328,233010,Karthala,14201,Confirmed Eruption,2.0,?,Between Changomeni & Chahalé Craters,,Observations: Reported,,1965,,,7.0,12.0,,,1965.0,,,7.0,12.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2329,233010,Karthala,14202,Confirmed Eruption,1.0,,North end of summit crater,,Observations: Reported,,1972,,,9.0,8.0,,,1972.0,,,10.0,5.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_232a,233010,Karthala,14203,Confirmed Eruption,1.0,,SW flank,,Observations: Reported,,1977,,,4.0,5.0,,,1977.0,,,4.0,10.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_232b,233010,Karthala,14192,Confirmed Eruption,2.0,,SE flank (Badjini Massif),,Observations: Reported,,1880,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_232c,233010,Karthala,14193,Confirmed Eruption,2.0,,SE flank,,Observations: Reported,,1883,,,3.0,0.0,,,1884.0,,,0.0,0.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_232d,233010,Karthala,14194,Confirmed Eruption,2.0,,North flank (1300 m),,Observations: Reported,,1904,,,2.0,25.0,,,1904.0,,,4.0,0.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_232e,233010,Karthala,14195,Confirmed Eruption,1.0,,North flank (1300 m),,Observations: Reported,,1910,,,3.0,0.0,,,1910.0,,,3.0,0.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_232f,233010,Karthala,14196,Confirmed Eruption,3.0,,"NE flank, Changomeni, NE Chahalé",,Observations: Reported,,1918,,,8.0,11.0,,,1918.0,,,8.0,26.0,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2330,233010,Karthala,14197,Confirmed Eruption,1.0,?,,,Observations: Reported,,1928,2.0,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2331,233010,Karthala,14186,Confirmed Eruption,2.0,,NW flank (Diboini Plateau fissures),,Observations: Reported,,1859,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2332,233010,Karthala,14187,Confirmed Eruption,0.0,,"SE flank (Badjini Massif, 1200 m)",,Observations: Reported,,1860,,,12.0,29.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2333,233010,Karthala,14188,Uncertain Eruption,2.0,,,,,,1862,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2334,233010,Karthala,14189,Confirmed Eruption,2.0,?,,,Observations: Reported,,1865,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2335,233010,Karthala,14190,Confirmed Eruption,2.0,,NW flank (Diboini Plateau),,Observations: Reported,,1872,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2336,233010,Karthala,14191,Confirmed Eruption,0.0,,SE flank (Badjini Massif),,Observations: Reported,,1876,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2337,233010,Karthala,14180,Confirmed Eruption,,,Summit caldera ?,,Observations: Reported,,1833,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2338,233010,Karthala,14181,Confirmed Eruption,0.0,,SE flank,,Observations: Reported,,1848,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2339,233010,Karthala,14182,Confirmed Eruption,0.0,,West-SW flank (400 m),,Observations: Reported,?,1850,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_233a,233010,Karthala,14183,Confirmed Eruption,2.0,,SE flank,,Observations: Reported,,1855,,,7.0,1.0,30.0,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_233b,233010,Karthala,14184,Confirmed Eruption,2.0,,SE flank (Badjini Massif) & summit,,Observations: Reported,,1857,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_233c,233010,Karthala,14185,Confirmed Eruption,2.0,,Upper NE flank (2200 m),,Observations: Reported,,1858,,,0.0,0.0,,,,,,,,,43.3639,-11.7658
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_233d,233020,"Fournaise, Piton de la",22144,Confirmed Eruption,0.0,,1-1.5 km SE of Castle crater,,Observations: Seismicity,,2016,,,5.0,26.0,,,2016.0,,,5.0,27.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_233e,233020,"Fournaise, Piton de la",22145,Confirmed Eruption,0.0,,"N part of l'Enclos Fouqué caldera, between Puy Mi-côte and July 2015 eruption site",,Observations: Seismicity,,2016,,,9.0,11.0,,,2016.0,,,9.0,18.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_233f,233020,"Fournaise, Piton de la",22184,Confirmed Eruption,0.0,,1 km SE of Château Fort and about 2.5 km ENE of Piton de Bert,,Observations: Seismicity,,2017,,,1.0,31.0,,,2017.0,,,2.0,27.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2340,233020,"Fournaise, Piton de la",22224,Confirmed Eruption,0.0,,"750 m E of the Kala-Pélé peak, 850 m W of Château Fort, and 2.2 km NE of Piton de Bert",,Observations: Seismicity,,2017,,,7.0,14.0,,,2017.0,,,8.0,28.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2341,233020,"Fournaise, Piton de la",22261,Confirmed Eruption,0.0,,"N side of Enclos Fouque, just below the rampart at the Nez Coupé de Sainte Rose ",,Observations: Seismicity,,2018,,,4.0,3.0,,,2018.0,,,11.0,1.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2342,233020,"Fournaise, Piton de la",22307,Confirmed Eruption,0.0,,"base of E flank of Dolomieu cone, at the foot of Piton Madoré",,Observations: Seismicity,,2019,,,2.0,18.0,,,2019.0,,,3.0,10.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2343,233020,"Fournaise, Piton de la",14389,Confirmed Eruption,1.0,,"SW and S flanks, Dolomieu cone",,Observations: Reported,,2006,,,7.0,20.0,,,2007.0,,,5.0,1.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2344,233020,"Fournaise, Piton de la",14390,Confirmed Eruption,1.0,,W wall of Dolomieu crater,,Observations: Reported,,2008,,,9.0,12.0,,,2009.0,,,2.0,4.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2345,233020,"Fournaise, Piton de la",14391,Confirmed Eruption,1.0,?,"S part of Dolomieu crater, SE and E flanks of Dolomieu cone",,Observations: Reported,,2009,,,11.0,5.0,,,2010.0,,,1.0,12.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2346,233020,"Fournaise, Piton de la",14392,Confirmed Eruption,0.0,,"Fissure near Château Fort crater, 1.5 km SE of Dolomieu crater rim",,Observations: Reported,,2010,,,10.0,14.0,,,2010.0,,,12.0,10.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2347,233020,"Fournaise, Piton de la",20982,Confirmed Eruption,0.0,,"S flank of Dolomieu cone, W of Bory crater",,Observations: Reported,,2015,,,2.0,4.0,,,2015.0,,,2.0,15.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2348,233020,"Fournaise, Piton de la",14386,Confirmed Eruption,0.0,,"N side of Enclos Fouque, near Nez Coupé de Sainte Rose and Trou de Sable",,Observations: Reported,,2005,,,2.0,17.0,,,2005.0,,,2.0,26.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2349,233020,"Fournaise, Piton de la",22472,Confirmed Eruption,0.0,,"SE of Dolomieu cone, in the Castle crater area",,Observations: Seismicity,,2015,,,5.0,17.0,,,2015.0,,,10.0,31.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_234a,233020,"Fournaise, Piton de la",22477,Confirmed Eruption,0.0,,,,Observations: Reported,,2022,,,9.0,19.0,,,2022.0,,,10.0,5.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_234b,233020,"Fournaise, Piton de la",22534,Confirmed Eruption,0.0,,N of Piton Vouvoul,,Observations: Reported,,2023,,,7.0,2.0,,,2023.0,,,8.0,10.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_234c,233020,"Fournaise, Piton de la",20919,Confirmed Eruption,0.0,,ESE flank of Dolomieu crater,,Observations: Photo / Video,,2014,,,6.0,21.0,,,2014.0,,,6.0,21.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_234d,233020,"Fournaise, Piton de la",14388,Confirmed Eruption,0.0,,W part of Dolomieu crater,,Observations: Reported,,2005,,,10.0,4.0,,,2006.0,,,1.0,18.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_234e,233020,"Fournaise, Piton de la",14379,Confirmed Eruption,1.0,,"SE flank between ""Signal de l' Enclose"" and ""Château Fort"" craters",,Observations: Reported,,2000,,,6.0,23.0,,,2000.0,,,11.0,13.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_234f,233020,"Fournaise, Piton de la",14380,Confirmed Eruption,0.0,,ESE flank of Dolomieu cone,,Observations: Reported,,2001,,,3.0,27.0,,,2001.0,,,7.0,7.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2350,233020,"Fournaise, Piton de la",14382,Confirmed Eruption,0.0,,NE part of l'Enclos Fouqué caldera,,Observations: Reported,,2002,,,1.0,5.0,,,2002.0,,,1.0,16.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2351,233020,"Fournaise, Piton de la",14383,Confirmed Eruption,2.0,,E flank of Dolomieu cone (1850-1540 m),,Observations: Reported,,2002,,,11.0,16.0,,,2002.0,,,12.0,23.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2352,233020,"Fournaise, Piton de la",14384,Confirmed Eruption,0.0,,SW Dolomieu crater,,Observations: Reported,,2003,,,5.0,30.0,,,2004.0,,,1.0,10.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2353,233020,"Fournaise, Piton de la",14385,Confirmed Eruption,1.0,,"SSW of Bory crater, S flank of Dolomieu, S border of Enclos Fouque",,Observations: Reported,,2004,,,5.0,2.0,,,2004.0,,,10.0,14.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2354,233020,"Fournaise, Piton de la",14373,Confirmed Eruption,0.0,,SE Dolomieu crater and upper SE flank,,Observations: Reported,,1990,,,1.0,18.0,,,1990.0,,,5.0,8.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2355,233020,"Fournaise, Piton de la",14374,Confirmed Eruption,0.0,,S edge of Dolomieu crater and upper E flank,,Observations: Seismicity,,1991,,,7.0,19.0,,,1991.0,,,7.0,20.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2356,233020,"Fournaise, Piton de la",14375,Confirmed Eruption,1.0,,S rim of Dolomieu crater and upper SE flank,,Observations: Reported,,1992,,,8.0,27.0,,,1992.0,,,9.0,23.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2357,233020,"Fournaise, Piton de la",14376,Confirmed Eruption,1.0,,N flank of Dolomieu crater,,Observations: Reported,,1998,,,3.0,9.0,,,1998.0,,,9.0,21.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2358,233020,"Fournaise, Piton de la",14377,Confirmed Eruption,0.0,,"inside Dolomieu crater, N and E flanks",,Observations: Seismicity,,1999,,,7.0,19.0,,,1999.0,,,10.0,23.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2359,233020,"Fournaise, Piton de la",14378,Confirmed Eruption,0.0,,North flank of Dolomieu cone (2490-2250 m),,Observations: Reported,,2000,,,2.0,14.0,,,2000.0,,,3.0,4.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_235a,233020,"Fournaise, Piton de la",14367,Confirmed Eruption,0.0,,"NE and SE of Dolomieu, NE rift zone",,Observations: Reported,,1977,,,3.0,24.0,,,1977.0,,,4.0,16.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_235b,233020,"Fournaise, Piton de la",14368,Confirmed Eruption,1.0,,"ENE flank (2050-2200 m, 1850-1920 m)",,Observations: Reported,,1977,,,10.0,24.0,,,1977.0,,,11.0,17.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_235c,233020,"Fournaise, Piton de la",14369,Confirmed Eruption,1.0,,"SE, SW and N flanks, Dolomieu & Bory",,Observations: Reported,,1979,,,5.0,28.0,,,1979.0,,,7.0,14.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_235d,233020,"Fournaise, Piton de la",14370,Confirmed Eruption,2.0,,"Bory, SW, N & NE of Dolomieu",,Observations: Reported,,1981,,,2.0,3.0,,,1981.0,,,5.0,5.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_235e,233020,"Fournaise, Piton de la",14371,Confirmed Eruption,2.0,,SSW flank of Dolomieu (2110-2300 m),,Observations: Reported,,1983,,,12.0,4.0,,,1984.0,,,2.0,18.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_235f,233020,"Fournaise, Piton de la",14372,Confirmed Eruption,1.0,,SW flank of Dolomieu,,Observations: Reported,,1985,,,6.0,14.0,,,1986.0,,,4.0,5.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2360,233020,"Fournaise, Piton de la",14361,Confirmed Eruption,2.0,?,East flank (1930 m),,Observations: Reported,,1964,,,12.0,21.0,,,1965.0,,,2.0,15.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2361,233020,"Fournaise, Piton de la",14362,Confirmed Eruption,2.0,?,"SE flank (Cratere Maillard, 2400 m)",,Observations: Reported,,1966,,,3.0,15.0,,,1966.0,,,5.0,15.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2362,233020,"Fournaise, Piton de la",14363,Confirmed Eruption,2.0,,"South, ENE, north and SE of Dolomieu",,Observations: Reported,,1972,,?,6.0,9.0,,,1973.0,,?,1.0,16.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2363,233020,"Fournaise, Piton de la",14364,Confirmed Eruption,2.0,,Dolomieu (SSW wall),,Observations: Reported,,1973,,,5.0,10.0,,,1973.0,,?,9.0,5.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2364,233020,"Fournaise, Piton de la",14365,Confirmed Eruption,1.0,,Dolomieu and SE flank (1320-2350 m),,Observations: Reported,,1975,,,11.0,4.0,,,1976.0,,,4.0,6.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2365,233020,"Fournaise, Piton de la",14366,Confirmed Eruption,1.0,,North of Dolomieu (2250-2330 m),,Observations: Reported,,1976,,,11.0,2.0,,,1976.0,,?,11.0,4.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2366,233020,"Fournaise, Piton de la",14355,Confirmed Eruption,2.0,,Dolomieu,,Observations: Reported,,1958,,,5.0,30.0,,,1958.0,,,9.0,20.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2367,233020,"Fournaise, Piton de la",14356,Confirmed Eruption,2.0,,Bory,,Observations: Reported,,1959,,,3.0,11.0,,,1959.0,,,8.0,6.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2368,233020,"Fournaise, Piton de la",14357,Confirmed Eruption,2.0,,"Bory, south flank (2030 m)",,Observations: Reported,,1960,,,1.0,11.0,,,1960.0,,,3.0,10.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_2369,233020,"Fournaise, Piton de la",14358,Confirmed Eruption,0.0,,NE flank (east of Cratère Picard),,Observations: Reported,,1961,,,4.0,5.0,,,1961.0,,,4.0,25.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_236a,233020,"Fournaise, Piton de la",14359,Confirmed Eruption,2.0,,"Dolomieu; upper E flank (2,410 m)",,Observations: Reported,,1963,,,11.0,7.0,,,1963.0,,,11.0,21.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_236b,233020,"Fournaise, Piton de la",14360,Confirmed Eruption,2.0,,"Dolomieu, upper east and NE flanks",,Observations: Reported,,1964,,,4.0,30.0,,,1964.0,,,5.0,8.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_236c,233020,"Fournaise, Piton de la",14349,Confirmed Eruption,1.0,,,,Observations: Reported,,1951,,,9.0,10.0,,,1951.0,,,9.0,20.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_236d,233020,"Fournaise, Piton de la",14350,Confirmed Eruption,2.0,,NE flank near north rim (1500 m),,Observations: Reported,,1952,,,5.0,19.0,,,1952.0,,,7.0,20.0,,55.708,-21.244
Smithsonian_VOTW_Holocene_Eruptions.fid-66f9dc1b_19a103c682a_236e,233020,"Fournaise, Piton de la",14351,Confirmed Eruption,2.0,,"South, NW & N flanks, Dolomieu, Bory",,Observations: Reported,,1953,,,3.0,13.0,,,1953.0,,,7.0,8.0,,55.708,-21.244
